,date,Energy_Consumption,LaRP,LeRP,LaPF,LePF,Duty,Emissions_Air_Quality_Metric,Date
80,5/16/2018 21:30,5.27,0,25.26,100,20.52,Average,96,5/16/2018
81,5/16/2018 21:45,5.27,0,24.16,100,21.26,Average,94,5/16/2018
82,5/16/2018 21:59,4.09,0,17.5,100,22.67,Average,104,5/16/2018
83,5/16/2018 22:15,3.85,1.77,10.36,91.21,35.36,Average,99,5/16/2018
84,5/16/2018 22:30,3.82,4.9,0,61.08,100,Average,102,5/16/2018
85,5/16/2018 22:44,3.77,4.84,0,61.4,100,Average,100,5/16/2018
86,5/16/2018 23:00,3.68,4.72,0,61.81,100,Average,108,5/16/2018
87,5/16/2018 23:15,3.65,4.17,0,65.96,100,Low,102,5/16/2018
88,5/16/2018 23:29,3.56,4.01,0,66.92,100,Low,96,5/16/2018
89,5/16/2018 23:45,3.7,4.19,0,65.66,100,Low,99,5/16/2018
90,5/16/2018 0:00,3.65,4.55,0,62.86,100,Low,95,5/16/2018
0,5/17/2018 0:14,3.6,4.44,0,63.48,100,Low,93,5/17/2018
1,5/17/2018 0:30,3.69,4.7,0,61.37,100,Low,106,5/17/2018
2,5/17/2018 0:45,3.53,4.83,0,58.65,100,Low,94,5/17/2018
3,5/17/2018 0:59,3.14,4.93,0,53.23,100,Low,102,5/17/2018
4,5/17/2018 1:15,3.15,4.99,0,52.69,100,Low,93,5/17/2018
5,5/17/2018 1:30,3.16,5.11,0,53.07,100,Low,105,5/17/2018
6,5/17/2018 1:44,3.72,5.36,0,57.22,100,Low,100,5/17/2018
7,5/17/2018 2:00,3.31,5.1,0,55.16,100,Low,92,5/17/2018
8,5/17/2018 2:15,3.15,4.94,0,53.6,100,Low,94,5/17/2018
9,5/17/2018 2:29,3.19,5.12,0,52.22,100,Low,94,5/17/2018
10,5/17/2018 2:45,3.18,5.2,0,52.19,100,Low,108,5/17/2018
11,5/17/2018 3:00,3.04,4.96,0,52.93,100,Low,101,5/17/2018
12,5/17/2018 3:14,3.14,4.99,0,52.91,100,Low,98,5/17/2018
13,5/17/2018 3:30,3.07,5.08,0,52.47,100,Low,106,5/17/2018
14,5/17/2018 3:45,3.21,5.15,0,52.42,100,Low,95,5/17/2018
15,5/17/2018 3:59,3.16,5.17,0,52.21,100,Low,96,5/17/2018
16,5/17/2018 4:15,3.66,4.74,0,61.13,100,Low,108,5/17/2018
17,5/17/2018 4:30,3.29,4.85,0,56.3,100,Low,96,5/17/2018
18,5/17/2018 4:44,3.11,5.05,0,52.76,100,Low,108,5/17/2018
19,5/17/2018 5:00,3.3,5.28,0,52.25,100,Low,104,5/17/2018
20,5/17/2018 5:15,3.11,5.44,0,49.88,100,Low,105,5/17/2018
21,5/17/2018 5:29,3.09,5.34,0,50.41,100,Low,101,5/17/2018
23,5/17/2018 6:14,3.14,5.43,0,49.52,100,Low,107,5/17/2018
24,5/17/2018 6:30,3.16,5.28,0,51.39,100,Low,96,5/17/2018
25,5/17/2018 6:45,3.63,5.62,0,54.69,100,Low,99,5/17/2018
26,5/17/2018 6:59,3.58,5.37,0,54.98,100,Low,106,5/17/2018
27,5/17/2018 7:15,3.19,5.09,0,52.47,100,Low,107,5/17/2018
28,5/17/2018 7:30,3.43,5.1,0,55.17,100,Low,106,5/17/2018
29,5/17/2018 7:44,3.36,4.5,0,60.5,100,Low,100,5/17/2018
30,5/17/2018 8:00,3.53,4.13,0,64.14,100,Low,99,5/17/2018
31,5/17/2018 8:29,62.98,58.25,0,73.4,100,Low,298,5/17/2018
32,5/17/2018 8:45,65.94,67.74,0,69.73,100,Low,298,5/17/2018
33,5/17/2018 9:00,72.15,45.82,0,84.41,100,Low,298,5/17/2018
34,5/17/2018 9:14,81.47,47.64,0,86.31,100,Average,364,5/17/2018
35,5/17/2018 9:30,62.59,31.48,0,89.38,100,Average,298,5/17/2018
36,5/17/2018 9:59,85.13,38.78,0,91.03,100,Average,364,5/17/2018
37,5/17/2018 10:15,110.38,53.27,0,90.08,100,Major,430,5/17/2018
38,5/17/2018 10:30,100.6,48.94,0,89.94,100,Major,430,5/17/2018
39,5/17/2018 10:44,88.61,37.27,0,92.15,100,Major,364,5/17/2018
40,5/17/2018 11:00,86.56,38.15,0,91.51,100,Major,364,5/17/2018
41,5/17/2018 11:15,91.11,57.3,0,84.64,100,Major,364,5/17/2018
42,5/17/2018 11:29,113.14,69.92,0,85.07,100,Major,430,5/17/2018
43,5/17/2018 11:45,125.65,80.76,0,84.13,100,Major,496,5/17/2018
44,5/17/2018 12:00,88.62,53.02,0,85.8,100,Major,364,5/17/2018
45,5/17/2018 12:14,18.22,6.73,11.34,93.8,84.94,Average,166,5/17/2018
46,5/17/2018 12:30,4.17,0,16.31,100,24.61,Average,101,5/17/2018
47,5/17/2018 12:45,4.44,0,17.78,100,24.19,Average,95,5/17/2018
48,5/17/2018 12:59,5.1,0,24.92,100,19.96,Average,109,5/17/2018
49,5/17/2018 13:15,71.3,37.61,3.12,88.42,99.91,Major,298,5/17/2018
50,5/17/2018 13:30,103.66,50.17,0,90.02,100,Major,430,5/17/2018
51,5/17/2018 13:44,133.72,67.2,0,89.38,100,Major,496,5/17/2018
52,5/17/2018 14:00,105.61,47.12,0,91.33,100,Major,430,5/17/2018
53,5/17/2018 14:29,93.69,38.7,0,92.43,100,Major,364,5/17/2018
54,5/17/2018 14:45,67.38,33.35,0,89.62,100,Major,298,5/17/2018
55,5/17/2018 15:00,97.07,40.24,0,92.38,100,Major,364,5/17/2018
56,5/17/2018 15:14,100.98,50.39,0,89.5,100,Major,430,5/17/2018
57,5/17/2018 15:30,84.44,37.62,0,91.34,100,Major,364,5/17/2018
58,5/17/2018 15:45,119.62,54.07,0,91.13,100,Major,430,5/17/2018
59,5/17/2018 15:59,77.31,28.93,0,93.66,100,Major,364,5/17/2018
60,5/17/2018 16:30,85.99,38.57,0,91.26,100,Major,364,5/17/2018
61,5/17/2018 16:44,107.62,43.53,0,92.7,100,Major,430,5/17/2018
62,5/17/2018 17:00,90.07,34.63,0,93.33,100,Major,364,5/17/2018
63,5/17/2018 17:15,109.91,41.16,0,93.65,100,Average,430,5/17/2018
64,5/17/2018 17:29,96.19,37.85,0,93.08,100,Average,364,5/17/2018
65,5/17/2018 17:45,31.75,0.36,7.09,100,97.58,Average,166,5/17/2018
66,5/17/2018 18:00,30.68,0,8.37,100,96.51,Average,166,5/17/2018
67,5/17/2018 18:14,61.81,32.66,0.55,88.42,100,Average,298,5/17/2018
68,5/17/2018 18:30,112.31,64.02,0,86.86,100,Average,430,5/17/2018
69,5/17/2018 18:45,78.03,40.38,0,88.82,100,Average,364,5/17/2018
70,5/17/2018 18:59,114.03,45.12,0,93,100,Average,430,5/17/2018
71,5/17/2018 19:15,90.39,40.39,0,91.3,100,Average,364,5/17/2018
72,5/17/2018 19:30,102.22,46.31,0,91.1,100,Average,430,5/17/2018
73,5/17/2018 19:44,100.38,41.65,0,92.36,100,Average,430,5/17/2018
74,5/17/2018 20:00,84.87,31.56,0,93.72,100,Average,364,5/17/2018
75,5/17/2018 20:15,103.39,43.27,0,92.25,100,Average,430,5/17/2018
76,5/17/2018 20:29,103.13,38.55,0,93.66,100,Average,430,5/17/2018
77,5/17/2018 20:45,103.35,45.14,0,91.66,100,Average,430,5/17/2018
78,5/17/2018 21:00,35.65,6.05,4.31,98.6,99.27,Average,232,5/17/2018
79,5/17/2018 21:14,7.65,0,22.32,100,32.51,Average,91,5/17/2018
80,5/17/2018 21:30,4.11,0,20.45,100,19.51,Average,100,5/17/2018
81,5/17/2018 21:45,4.01,0,24.31,100,16.37,Average,105,5/17/2018
82,5/17/2018 21:59,4.16,0,21.39,100,18.82,Average,97,5/17/2018
83,5/17/2018 22:15,3.9,1.75,11.21,91.12,32.72,Average,94,5/17/2018
84,5/17/2018 22:30,3.68,4.53,0,63.6,100,Average,103,5/17/2018
85,5/17/2018 22:44,3.67,4.61,0,62.7,100,Average,106,5/17/2018
86,5/17/2018 23:00,3.81,4.63,0,63.16,100,Average,98,5/17/2018
87,5/17/2018 23:15,3.75,4.18,0,66.38,100,Low,106,5/17/2018
88,5/17/2018 23:29,3.77,4.24,0,65.77,100,Low,98,5/17/2018
89,5/17/2018 23:45,3.6,4.24,0,65.35,100,Low,93,5/17/2018
90,5/17/2018 0:00,3.71,4.44,0,63.47,100,Low,106,5/17/2018
0,5/18/2018 0:14,3.73,4.53,0,63.27,100,Low,104,5/18/2018
1,5/18/2018 0:30,3.71,4.8,0,61.21,100,Low,97,5/18/2018
2,5/18/2018 0:45,3.76,4.83,0,62.1,100,Low,96,5/18/2018
3,5/18/2018 1:15,4.79,7.61,0,53.01,100,Low,104,5/18/2018
4,5/18/2018 1:30,4.09,6.19,0,55.23,100,Low,103,5/18/2018
5,5/18/2018 1:44,3.14,5.1,0,52.24,100,Low,109,5/18/2018
6,5/18/2018 2:00,3.25,5.19,0,52.56,100,Low,101,5/18/2018
7,5/18/2018 2:15,3.14,5.43,0,50.35,100,Low,97,5/18/2018
8,5/18/2018 2:29,3.16,5.21,0,52.27,100,Low,94,5/18/2018
9,5/18/2018 2:45,3.16,5.16,0,51.37,100,Low,104,5/18/2018
10,5/18/2018 3:00,3.19,5.34,0,51.28,100,Low,93,5/18/2018
11,5/18/2018 3:14,3.11,5.51,0,49.39,100,Low,105,5/18/2018
12,5/18/2018 3:30,3.29,5.66,0,50.2,100,Low,98,5/18/2018
13,5/18/2018 3:45,3.16,5.37,0,50.92,100,Low,95,5/18/2018
14,5/18/2018 3:59,3.12,5.44,0,50.35,100,Low,106,5/18/2018
15,5/18/2018 4:15,3.16,5.3,0,51.41,100,Low,100,5/18/2018
16,5/18/2018 4:30,3.18,5.41,0,50.98,100,Low,108,5/18/2018
17,5/18/2018 4:44,3.12,5.34,0,50.3,100,Low,97,5/18/2018
18,5/18/2018 5:00,3.2,5.33,0,51.46,100,Low,97,5/18/2018
19,5/18/2018 5:15,3.21,5.66,0,49.28,100,Low,109,5/18/2018
20,5/18/2018 5:29,3.36,5.49,0,52.28,100,Low,96,5/18/2018
21,5/18/2018 5:45,3.44,5.55,0,52.09,100,Low,102,5/18/2018
22,5/18/2018 6:00,3.1,5.82,0,47.3,100,Low,98,5/18/2018
23,5/18/2018 6:14,3.17,5.49,0,50.14,100,Low,102,5/18/2018
24,5/18/2018 6:45,3.5,5.37,0,54.54,100,Low,96,5/18/2018
25,5/18/2018 7:15,3.25,5.3,0,53.03,100,Low,95,5/18/2018
26,5/18/2018 7:30,3.36,5.03,0,55.71,100,Low,92,5/18/2018
27,5/18/2018 7:44,3.34,4.69,0,58.56,100,Low,95,5/18/2018
28,5/18/2018 8:00,5.25,6.45,0,62.68,100,Low,109,5/18/2018
29,5/18/2018 8:15,77.31,56.83,0,80.57,100,Low,364,5/18/2018
30,5/18/2018 8:29,100.95,71.43,0,81.62,100,Low,430,5/18/2018
31,5/18/2018 8:45,120.5,83.59,0,82.17,100,Low,496,5/18/2018
32,5/18/2018 9:00,85.54,37.66,0,91.52,100,Low,364,5/18/2018
33,5/18/2018 9:14,107.11,39.84,0,93.74,100,Average,430,5/18/2018
34,5/18/2018 9:30,75.87,31.19,0,92.51,100,Average,298,5/18/2018
35,5/18/2018 9:45,44.72,21.4,0,90.25,100,Average,232,5/18/2018
36,5/18/2018 9:59,61.33,31.81,0,88.76,100,Average,298,5/18/2018
37,5/18/2018 10:15,49.35,20.78,0,92.18,100,Major,232,5/18/2018
38,5/18/2018 10:30,50.96,23.01,0,91.16,100,Major,232,5/18/2018
39,5/18/2018 10:44,46.84,19.58,0,92.26,100,Major,232,5/18/2018
40,5/18/2018 11:00,49.32,20.53,0,92.32,100,Major,232,5/18/2018
41,5/18/2018 11:15,51.91,38.11,0,80.62,100,Major,232,5/18/2018
42,5/18/2018 11:45,71.75,52.76,0,80.54,100,Major,298,5/18/2018
43,5/18/2018 12:00,53.94,40.43,0,80.04,100,Major,232,5/18/2018
44,5/18/2018 12:14,5.85,0.46,19.69,99.68,28.57,Average,107,5/18/2018
45,5/18/2018 12:30,3.99,0,17.04,100,22.64,Average,108,5/18/2018
46,5/18/2018 12:45,4.08,0,16.28,100,24.28,Average,99,5/18/2018
47,5/18/2018 12:59,4.04,0,16.45,100,23.81,Average,102,5/18/2018
48,5/18/2018 13:15,58.54,27.96,1.12,90.27,99.99,Major,298,5/18/2018
49,5/18/2018 13:30,52.94,29.17,0,87.56,100,Major,232,5/18/2018
50,5/18/2018 13:44,45.63,20.53,0,91.22,100,Major,232,5/18/2018
51,5/18/2018 14:00,60.12,34.08,0,87.01,100,Major,298,5/18/2018
52,5/18/2018 14:15,69.66,38.19,0,87.7,100,Major,298,5/18/2018
53,5/18/2018 14:29,55.45,26.21,0,90.42,100,Major,298,5/18/2018
54,5/18/2018 14:45,73.79,45.6,0,85.07,100,Major,298,5/18/2018
55,5/18/2018 15:00,62.06,29.37,0,90.35,100,Major,298,5/18/2018
56,5/18/2018 15:14,51.19,23.99,0,90.57,100,Major,232,5/18/2018
57,5/18/2018 15:30,58.69,26.14,0,91.35,100,Major,298,5/18/2018
58,5/18/2018 15:45,59,30.38,0,88.87,100,Major,298,5/18/2018
59,5/18/2018 15:59,59.47,26.77,0,91.18,100,Major,298,5/18/2018
60,5/18/2018 16:15,43.84,14.94,0,94.64,100,Major,232,5/18/2018
61,5/18/2018 16:30,41.32,12.85,0,95.48,100,Major,232,5/18/2018
62,5/18/2018 16:44,58.4,26.52,0,91.07,100,Major,298,5/18/2018
63,5/18/2018 17:15,54.95,31.99,0,86.42,100,Average,298,5/18/2018
64,5/18/2018 17:29,63.6,32.31,0.35,89.17,100,Average,298,5/18/2018
65,5/18/2018 17:45,32.86,0,4.8,100,98.95,Average,232,5/18/2018
66,5/18/2018 18:00,33.06,0,4.52,100,99.11,Average,232,5/18/2018
67,5/18/2018 18:14,52.21,38.04,0.31,80.84,100,Average,232,5/18/2018
68,5/18/2018 18:30,62.37,57.88,0,73.3,100,Average,298,5/18/2018
69,5/18/2018 18:45,48.89,30.64,0,84.74,100,Average,232,5/18/2018
71,5/18/2018 19:15,68.63,46.4,0,82.82,100,Average,298,5/18/2018
72,5/18/2018 19:30,48.65,26.29,0,87.96,100,Average,232,5/18/2018
73,5/18/2018 19:44,46.54,24,0,88.88,100,Average,232,5/18/2018
74,5/18/2018 20:00,53.26,33.02,0,84.97,100,Average,232,5/18/2018
75,5/18/2018 20:15,77.04,51.05,0,83.34,100,Average,364,5/18/2018
76,5/18/2018 20:29,63.71,39.74,0,84.84,100,Average,298,5/18/2018
77,5/18/2018 20:45,62.13,33.68,0,87.91,100,Average,298,5/18/2018
78,5/18/2018 21:00,28.67,4.47,6.03,98.8,97.86,Average,166,5/18/2018
79,5/18/2018 21:14,4.7,0,15.6,100,29,Average,103,5/18/2018
80,5/18/2018 21:30,4.1,0,16.02,100,25.02,Average,104,5/18/2018
81,5/18/2018 21:45,4.05,0,16.45,100,24.04,Average,101,5/18/2018
82,5/18/2018 21:59,3.96,0,16.7,100,23.45,Average,96,5/18/2018
83,5/18/2018 22:15,3.91,1.9,9.49,89.9,38.14,Average,94,5/18/2018
84,5/18/2018 22:30,3.63,4.89,0,59.96,100,Average,94,5/18/2018
85,5/18/2018 22:44,4.62,6.87,0,55.65,100,Average,102,5/18/2018
86,5/18/2018 23:00,4.27,6.48,0,55.12,100,Average,107,5/18/2018
87,5/18/2018 23:15,3.58,4.39,0,62.98,100,Low,100,5/18/2018
88,5/18/2018 23:29,3.52,4.47,0,62.37,100,Low,109,5/18/2018
89,5/18/2018 23:45,3.67,4.6,0,61.56,100,Low,109,5/18/2018
90,5/18/2018 0:00,3.54,4.77,0,60.08,100,Low,98,5/18/2018
0,5/19/2018 0:14,3.67,4.74,0,60.82,100,Low,95,5/19/2018
1,5/19/2018 0:30,3.74,5.11,0,58.33,100,Low,107,5/19/2018
2,5/19/2018 0:45,3.61,5.05,0,58.56,100,Low,98,5/19/2018
3,5/19/2018 0:59,3.7,5.16,0,57.72,100,Low,104,5/19/2018
4,5/19/2018 1:15,3.68,5.05,0,58.85,100,Low,94,5/19/2018
5,5/19/2018 1:30,3.74,5.34,0,57.12,100,Low,95,5/19/2018
6,5/19/2018 1:44,3.3,5.54,0,50.97,100,Low,91,5/19/2018
7,5/19/2018 2:00,2.95,5,0,51.31,100,Low,98,5/19/2018
8,5/19/2018 2:15,3.06,5.04,0,51.02,100,Low,97,5/19/2018
9,5/19/2018 2:29,3.04,5.15,0,51.09,100,Low,109,5/19/2018
10,5/19/2018 2:45,3.01,5.25,0,50.28,100,Low,108,5/19/2018
11,5/19/2018 3:14,3.13,5.12,0,52.73,100,Low,106,5/19/2018
12,5/19/2018 3:30,3.66,5.43,0,55.61,100,Low,100,5/19/2018
13,5/19/2018 3:45,3.12,5.04,0,51.89,100,Low,92,5/19/2018
14,5/19/2018 3:59,3,5.05,0,51.03,100,Low,99,5/19/2018
15,5/19/2018 4:30,2.98,5.12,0,50.87,100,Low,93,5/19/2018
16,5/19/2018 4:44,3.05,5.04,0,51.03,100,Low,91,5/19/2018
17,5/19/2018 5:00,3.03,5.07,0,51.1,100,Low,92,5/19/2018
18,5/19/2018 5:15,2.95,5.35,0,49.3,100,Low,100,5/19/2018
19,5/19/2018 5:29,3.06,5.45,0,48.33,100,Low,94,5/19/2018
20,5/19/2018 5:45,3.17,5.5,0,49.04,100,Low,106,5/19/2018
21,5/19/2018 6:00,3.12,5.52,0,48.56,100,Low,104,5/19/2018
22,5/19/2018 6:14,2.99,5.46,0,47.96,100,Low,92,5/19/2018
23,5/19/2018 6:30,3.49,5.18,0,55.1,100,Low,98,5/19/2018
24,5/19/2018 6:45,3.29,5.16,0,53.73,100,Low,102,5/19/2018
25,5/19/2018 6:59,3.1,5.38,0,49.59,100,Low,106,5/19/2018
26,5/19/2018 7:15,3.19,5.11,0,52.23,100,Low,109,5/19/2018
27,5/19/2018 7:30,3.71,5.45,0,55.92,100,Low,109,5/19/2018
28,5/19/2018 7:44,3.49,5.02,0,56.17,100,Low,101,5/19/2018
29,5/19/2018 8:00,3.24,5.02,0,53.54,100,Low,108,5/19/2018
30,5/19/2018 8:15,28.17,29.95,0,68.52,100,Low,166,5/19/2018
31,5/19/2018 8:29,44.93,45.36,0,70.35,100,Low,232,5/19/2018
32,5/19/2018 8:45,42.43,42.74,0,70.4,100,Low,232,5/19/2018
33,5/19/2018 9:00,50.6,22.65,0,91.29,100,Low,232,5/19/2018
34,5/19/2018 9:14,57.37,23.64,0,92.47,100,Average,298,5/19/2018
35,5/19/2018 9:30,59.09,26.89,0,91.01,100,Average,298,5/19/2018
36,5/19/2018 9:45,55.2,29.66,0,88.09,100,Average,298,5/19/2018
37,5/19/2018 9:59,55.59,22.92,0,92.47,100,Average,298,5/19/2018
38,5/19/2018 10:15,48.99,20.2,0,92.47,100,Major,232,5/19/2018
39,5/19/2018 10:30,55.86,23.53,0,92.17,100,Major,298,5/19/2018
40,5/19/2018 10:44,56.68,24.61,0,91.74,100,Major,298,5/19/2018
41,5/19/2018 11:00,56.96,25.93,0,91.03,100,Major,298,5/19/2018
42,5/19/2018 11:15,52.88,37.77,0,81.34,100,Major,232,5/19/2018
43,5/19/2018 11:29,53.01,37.49,0,81.7,100,Major,232,5/19/2018
44,5/19/2018 11:45,55.6,40.32,0,80.93,100,Major,298,5/19/2018
45,5/19/2018 12:00,29.14,12.72,0,91.67,100,Major,166,5/19/2018
46,5/19/2018 12:14,9.7,1.85,15.6,98.25,52.62,Average,91,5/19/2018
47,5/19/2018 12:30,5.96,0,22.9,100,25.12,Average,102,5/19/2018
48,5/19/2018 12:45,6.29,0,24.15,100,24.97,Average,102,5/19/2018
49,5/19/2018 13:15,20.4,1.69,14.35,99.66,81.79,Major,166,5/19/2018
50,5/19/2018 13:30,50.67,15.78,0,95.47,100,Major,232,5/19/2018
51,5/19/2018 13:44,37.39,6.97,0,98.31,100,Major,232,5/19/2018
52,5/19/2018 14:00,41.18,9.32,0,97.52,100,Major,232,5/19/2018
53,5/19/2018 14:15,46.36,12.3,0,96.65,100,Major,232,5/19/2018
54,5/19/2018 14:29,49.49,14.89,0,95.77,100,Major,232,5/19/2018
55,5/19/2018 14:45,49.54,14.83,0,95.81,100,Major,232,5/19/2018
56,5/19/2018 15:00,50.14,13.68,0,96.46,100,Major,232,5/19/2018
57,5/19/2018 15:14,39.21,6.36,0,98.7,100,Major,232,5/19/2018
58,5/19/2018 15:30,38.81,5.88,0,98.87,100,Major,232,5/19/2018
59,5/19/2018 15:45,36.19,0.96,2.53,99.97,99.74,Major,232,5/19/2018
60,5/19/2018 15:59,35.48,0.28,2.87,100,99.68,Major,232,5/19/2018
61,5/19/2018 16:15,32.98,0.15,4.58,100,99.08,Major,232,5/19/2018
62,5/19/2018 16:44,33.15,0.06,4.59,100,99.07,Major,232,5/19/2018
63,5/19/2018 17:00,7.26,0,25.17,100,27.51,Major,99,5/19/2018
64,5/19/2018 17:15,4.5,0,26.54,100,16.71,Average,99,5/19/2018
65,5/19/2018 17:29,3.69,0,26.76,100,13.74,Average,108,5/19/2018
66,5/19/2018 17:45,3.68,0,26.61,100,13.79,Average,102,5/19/2018
67,5/19/2018 18:00,3.7,0,26.26,100,14.1,Average,101,5/19/2018
68,5/19/2018 18:14,3.69,0,6.07,100,52.1,Average,92,5/19/2018
69,5/19/2018 18:45,3.72,0,14.25,100,25.36,Average,94,5/19/2018
70,5/19/2018 18:59,3.78,0,21.47,100,17.16,Average,103,5/19/2018
71,5/19/2018 19:15,3.69,0,21.61,100,17.05,Average,95,5/19/2018
72,5/19/2018 19:30,3.79,0,22.29,100,16.74,Average,107,5/19/2018
73,5/19/2018 19:44,3.77,0,20.17,100,18.1,Average,104,5/19/2018
74,5/19/2018 20:00,3.71,0,20.75,100,17.93,Average,105,5/19/2018
75,5/19/2018 20:15,3.68,0,24.45,100,15.12,Average,109,5/19/2018
76,5/19/2018 20:29,3.68,0,25.27,100,14.63,Average,94,5/19/2018
77,5/19/2018 20:45,3.78,0,21.1,100,17.45,Average,100,5/19/2018
78,5/19/2018 21:00,3.78,0,19.86,100,18.68,Average,102,5/19/2018
79,5/19/2018 21:14,3.74,0,20.91,100,17.79,Average,98,5/19/2018
80,5/19/2018 21:30,3.94,0,21.74,100,17.62,Average,100,5/19/2018
81,5/19/2018 21:45,4.16,0,20.25,100,20.37,Average,109,5/19/2018
82,5/19/2018 21:59,4.6,0,21.91,100,20.6,Average,100,5/19/2018
83,5/19/2018 22:15,3.23,1.86,9.16,86.61,33.39,Average,98,5/19/2018
84,5/19/2018 22:30,2.96,5.15,0,50.59,100,Average,100,5/19/2018
85,5/19/2018 22:44,3.12,5.23,0,51.42,100,Average,101,5/19/2018
87,5/19/2018 23:15,2.95,4.75,0,53.29,100,Low,99,5/19/2018
88,5/19/2018 23:29,2.9,4.64,0,53.65,100,Low,105,5/19/2018
89,5/19/2018 23:45,3.04,4.96,0,52.44,100,Low,106,5/19/2018
90,5/19/2018 0:00,3.08,5.16,0,51.57,100,Low,101,5/19/2018
0,5/20/2018 0:14,3.15,5.3,0,50.55,100,Low,108,5/20/2018
1,5/20/2018 0:30,3.07,5.34,0,49.78,100,Low,109,5/20/2018
2,5/20/2018 0:45,3.52,5.19,0,55.88,100,Low,107,5/20/2018
3,5/20/2018 0:59,3.11,5.36,0,50.42,100,Low,97,5/20/2018
4,5/20/2018 1:15,3.07,5.4,0,49.3,100,Low,104,5/20/2018
5,5/20/2018 1:30,3.09,5.24,0,51.06,100,Low,95,5/20/2018
6,5/20/2018 1:44,3,5.36,0,49.58,100,Low,93,5/20/2018
7,5/20/2018 2:00,3.13,5.26,0,50.3,100,Low,95,5/20/2018
8,5/20/2018 2:15,3.2,5.46,0,50.47,100,Low,99,5/20/2018
9,5/20/2018 2:45,3.21,5.61,0,49.49,100,Low,96,5/20/2018
10,5/20/2018 3:00,3.22,5.61,0,49.15,100,Low,98,5/20/2018
11,5/20/2018 3:14,3.13,5.75,0,47.38,100,Low,105,5/20/2018
12,5/20/2018 3:30,3.7,5.29,0,57.01,100,Low,92,5/20/2018
13,5/20/2018 3:45,3.3,5.41,0,52.74,100,Low,103,5/20/2018
14,5/20/2018 3:59,3,5.5,0,48.56,100,Low,98,5/20/2018
15,5/20/2018 4:15,3.11,5.4,0,49.3,100,Low,92,5/20/2018
16,5/20/2018 4:30,3.17,5.55,0,49.66,100,Low,106,5/20/2018
17,5/20/2018 4:44,3,5.41,0,49.29,100,Low,105,5/20/2018
18,5/20/2018 5:00,3.05,5.49,0,49.04,100,Low,105,5/20/2018
19,5/20/2018 5:29,3.11,5.77,0,46.92,100,Low,101,5/20/2018
20,5/20/2018 5:45,3.19,5.68,0,48.66,100,Low,100,5/20/2018
21,5/20/2018 6:14,3.04,5.85,0,46.95,100,Low,92,5/20/2018
22,5/20/2018 6:30,3.27,6.13,0,46.32,100,Low,96,5/20/2018
23,5/20/2018 6:45,3.61,6.17,0,51.18,100,Low,93,5/20/2018
24,5/20/2018 6:59,3.13,5.89,0,47.31,100,Low,107,5/20/2018
25,5/20/2018 7:15,3.15,5.98,0,46.38,100,Low,95,5/20/2018
26,5/20/2018 7:30,3,5.75,0,46.94,100,Low,104,5/20/2018
27,5/20/2018 7:44,3.28,5.73,0,50.56,100,Low,97,5/20/2018
28,5/20/2018 8:00,3.71,5.32,0,56.41,100,Low,95,5/20/2018
29,5/20/2018 8:15,19.14,20.54,0,68.25,100,Low,166,5/20/2018
30,5/20/2018 8:29,25.72,24.86,0,71.97,100,Low,166,5/20/2018
31,5/20/2018 8:45,24.52,22.37,0,73.94,100,Low,166,5/20/2018
32,5/20/2018 9:00,24.03,1.89,6.61,99.69,96.39,Low,166,5/20/2018
33,5/20/2018 9:14,23.29,0,11.34,100,89.96,Average,166,5/20/2018
34,5/20/2018 9:30,23.37,0,11.6,100,89.59,Average,166,5/20/2018
35,5/20/2018 9:45,23.37,0,12.01,100,88.89,Average,166,5/20/2018
36,5/20/2018 9:59,24.78,0,10.31,100,92.35,Average,166,5/20/2018
37,5/20/2018 10:15,25.97,0.19,7.82,100,95.77,Major,166,5/20/2018
38,5/20/2018 10:30,26.59,0.14,3.64,100,99.07,Major,166,5/20/2018
39,5/20/2018 10:44,7.47,0,20.29,100,34.33,Major,105,5/20/2018
40,5/20/2018 11:00,5.52,0,22.99,100,23.32,Major,91,5/20/2018
41,5/20/2018 11:15,7.39,0,5.94,100,78.09,Major,94,5/20/2018
42,5/20/2018 11:29,5.91,0,4.93,100,76.58,Major,100,5/20/2018
43,5/20/2018 11:45,5.05,0,5.01,100,71.01,Major,109,5/20/2018
44,5/20/2018 12:00,3.45,0,4.34,100,62.5,Major,91,5/20/2018
45,5/20/2018 12:14,3.39,0,12.02,100,26.84,Average,108,5/20/2018
46,5/20/2018 12:30,3.45,0,16.08,100,21.04,Average,92,5/20/2018
47,5/20/2018 12:45,3.48,0,16.07,100,21.01,Average,96,5/20/2018
48,5/20/2018 12:59,3.43,0,16.14,100,20.52,Average,93,5/20/2018
49,5/20/2018 13:15,7.01,0,18.04,100,35.97,Major,105,5/20/2018
50,5/20/2018 13:30,13.11,0.04,11.29,100,75.83,Major,166,5/20/2018
52,5/20/2018 14:00,14.66,0,10.32,100,81.72,Major,166,5/20/2018
53,5/20/2018 14:15,11.54,0,12.07,100,69.18,Major,166,5/20/2018
54,5/20/2018 14:29,11.53,0,11.88,100,69.6,Major,166,5/20/2018
55,5/20/2018 14:45,11.4,0,11.95,100,69.19,Major,166,5/20/2018
56,5/20/2018 15:00,11.36,0,11.79,100,69.13,Major,166,5/20/2018
57,5/20/2018 15:14,11.36,0,11.33,100,70.92,Major,166,5/20/2018
